City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,Longyearbyen,78.2186,15.6401,39.04,93,75,3.44,SJ,2021-09-19 23:07:56
82,Paramonga,-10.6667,-77.8333,61.11,82,16,11.18,PE,2021-09-19 23:07:57
83,Airai,-8.9266,125.4092,65.43,38,32,4.56,TL,2021-09-19 23:07:57
84,Anadyr,64.75,177.4833,34.3,60,40,6.71,RU,2021-09-19 23:07:57
85,Lompoc,34.6391,-120.4579,85.21,68,1,19.57,US,2021-09-19 23:07:57
86,Banda Aceh,5.5577,95.3222,75.25,88,100,15.1,ID,2021-09-19 23:07:58
87,Chapais,49.7834,-74.8492,54.0,62,57,5.75,CA,2021-09-19 23:07:58
88,Dubbo,-32.25,148.6167,55.53,71,0,5.75,AU,2021-09-19 23:07:58
89,Chuy,-33.6971,-53.4616,61.57,98,100,8.52,UY,2021-09-19 23:07:59
90,Haines Junction,60.7522,-137.5108,50.41,56,62,5.44,CA,2021-09-19 23:07:59
91,Ulaanbaatar,47.9077,106.8832,48.33,93,75,2.24,MN,2021-09-19 23:06:36
92,La Rioja,42.25,-2.5,52.05,89,46,2.91,ES,2021-09-19 23:05:26
93,East London,-33.0153,27.9116,61.2,82,13,9.82,ZA,2021-09-19 23:07:59
94,Terney,45.0503,136.6092,55.87,55,80,6.76,RU,2021-09-19 23:08:00
95,Xiongzhou,25.1167,114.3,78.22,88,0,2.68,CN,2021-09-19 23:08:00
96,Wladyslawowo,54.7909,18.4009,50.94,58,98,14.38,PL,2021-09-19 23:08:00
97,Morro Bay,35.3658,-120.8499,88.68,59,10,5.01,US,2021-09-19 23:08:00
98,Panjab,34.388,67.0233,48.15,27,3,4.21,AF,2021-09-19 23:08:01
99,Nikolskoye,59.7035,30.7861,40.89,77,100,8.99,RU,2021-09-19 23:08:01
100,Lorengau,-2.0226,147.2712,84.56,69,88,8.41,PG,2021-09-19 23:08:01
101,Cabo San Lucas,22.8909,-109.9124,91.62,70,20,12.66,MX,2021-09-19 23:08:02
102,Faanui,-16.4833,-151.75,77.94,75,79,18.19,PF,2021-09-19 23:08:02
103,Husavik,66.0449,-17.3389,45.54,87,99,5.08,IS,2021-09-19 23:08:02
104,Saint-Francois,46.4154,3.9054,58.48,94,90,9.22,FR,2021-09-19 23:08:03
105,Ribeira Grande,38.5167,-28.7,69.93,68,36,10.47,PT,2021-09-19 23:08:03
106,Bogovarovo,58.9785,47.0246,38.28,61,100,4.74,RU,2021-09-19 23:08:03
107,Port Elizabeth,-33.918,25.5701,54.1,87,17,8.08,ZA,2021-09-19 23:03:14
108,Leningradskiy,69.3833,178.4167,28.65,83,93,21.18,RU,2021-09-19 23:08:04
109,Matara,5.9485,80.5353,77.77,90,43,6.51,LK,2021-09-19 23:08:04
110,Culfa,38.9558,45.6308,68.25,49,0,4.85,AZ,2021-09-19 23:08:04
111,Olinda,-8.0089,-34.8553,76.73,69,20,8.05,BR,2021-09-19 23:08:05
112,Dikson,73.5069,80.5464,35.2,77,100,18.52,RU,2021-09-19 23:08:05
113,Hermanus,-34.4187,19.2345,56.89,77,0,14.18,ZA,2021-09-19 23:08:05
114,Lebu,-37.6167,-73.65,50.0,75,1,16.93,CL,2021-09-19 23:08:06
115,Lumberton,34.6182,-79.0086,88.34,56,100,9.06,US,2021-09-19 23:04:40
116,Oga,46.4631,10.347,44.24,98,100,7.11,IT,2021-09-19 23:08:06
117,Plettenberg Bay,-34.0527,23.3716,55.4,86,34,4.61,ZA,2021-09-19 23:08:06
118,Tuktoyaktuk,69.4541,-133.0374,41.58,61,37,14.88,CA,2021-09-19 23:03:17
119,Ilo,-17.6394,-71.3375,59.13,83,21,3.62,PE,2021-09-19 23:08:06
120,Ostrovnoy,68.0531,39.5131,36.61,80,23,7.29,RU,2021-09-19 23:08:07
121,Narsaq,60.9167,-46.05,43.02,85,70,3.0,GL,2021-09-19 23:03:39
122,College Station,30.628,-96.3344,95.22,50,1,4.61,US,2021-09-19 23:05:45
123,Salalah,17.0151,54.0924,80.69,89,75,4.61,OM,2021-09-19 23:08:07
124,Victoria,22.2855,114.1577,85.32,86,18,5.55,HK,2021-09-19 23:07:08
125,Atar,20.5169,-13.0499,87.76,41,80,18.77,MR,2021-09-19 23:08:07
126,Mar Del Plata,-38.0023,-57.5575,55.42,100,90,9.22,AR,2021-09-19 23:05:31
127,Vostok,46.4856,135.8833,47.43,62,18,2.33,RU,2021-09-19 23:08:08
128,Nenjiang,49.1833,125.2167,47.19,88,11,6.55,CN,2021-09-19 23:08:08
129,Noumea,-22.2763,166.4572,75.18,56,8,12.86,NC,2021-09-19 23:08:08
130,Szigetvar,46.0486,17.8055,61.14,79,96,2.1,HU,2021-09-19 23:08:09
131,Bathsheba,13.2167,-59.5167,81.21,74,20,1.14,BB,2021-09-19 23:08:09
132,Koupela,12.1794,-0.3517,80.58,66,3,8.46,BF,2021-09-19 23:08:09
133,Bonavista,48.6499,-53.1147,57.11,97,100,18.92,CA,2021-09-19 23:08:10
134,Paamiut,61.994,-49.6678,36.77,82,93,8.93,GL,2021-09-19 23:03:11
135,Clyde River,70.4692,-68.5914,30.06,62,83,3.06,CA,2021-09-19 23:03:15
136,Talnakh,69.4865,88.3972,35.1,90,100,6.85,RU,2021-09-19 23:03:11
137,Diamantino,-14.4086,-56.4461,86.29,18,1,5.59,BR,2021-09-19 23:08:10
138,Georgetown,5.4112,100.3354,78.73,97,20,3.44,MY,2021-09-19 23:08:10
139,Korla,41.7597,86.1469,72.12,24,0,3.62,CN,2021-09-19 23:04:26
140,Port Alfred,-33.5906,26.891,60.8,83,71,10.67,ZA,2021-09-19 23:08:11
141,George,-33.963,22.4617,54.7,80,7,3.44,ZA,2021-09-19 23:08:11
142,Yellowknife,62.456,-114.3525,46.9,56,98,7.34,CA,2021-09-19 23:08:11
143,Constitucion,-35.3333,-72.4167,50.54,81,2,14.2,CL,2021-09-19 23:08:12
144,Sitka,57.0531,-135.33,55.29,76,75,0.0,US,2021-09-19 23:08:12
145,Gigmoto,13.7796,124.39,82.38,80,100,5.7,PH,2021-09-19 23:08:12
146,Katsuura,35.1333,140.3,69.91,69,86,16.64,JP,2021-09-19 23:08:13
147,Hithadhoo,-0.6,73.0833,81.95,78,99,5.08,MV,2021-09-19 23:04:13
148,Sampit,-2.5333,112.95,72.99,94,39,1.12,ID,2021-09-19 23:08:13
149,Juneau,58.3019,-134.4197,55.85,86,75,4.61,US,2021-09-19 23:08:13
150,Buenos Aires,-34.6132,-58.3772,66.02,81,90,11.5,AR,2021-09-19 23:03:14
151,Warsaw,52.2298,21.0118,48.78,83,75,1.99,PL,2021-09-19 23:04:11
152,Toora-Khem,52.4675,96.11,43.2,73,4,1.72,RU,2021-09-19 23:08:14
153,Havoysund,70.9963,24.6622,49.08,75,95,10.94,NO,2021-09-19 23:08:14
154,Bambous Virieux,-20.3428,57.7575,64.22,61,69,10.78,MU,2021-09-19 23:08:14
155,Kedrovyy,56.1667,91.8167,46.81,81,65,5.28,RU,2021-09-19 23:08:15
156,Emba,48.8264,58.1442,42.82,43,28,6.44,KZ,2021-09-19 23:04:51
157,Were Ilu,10.6,39.4333,51.22,84,12,6.11,ET,2021-09-19 23:08:15
158,Jalu,29.0331,21.5482,85.03,26,0,7.94,LY,2021-09-19 23:08:15
159,Mongoumba,3.6415,18.5936,70.32,97,99,2.75,CF,2021-09-19 23:08:16
160,Castelo Do Piaui,-5.3222,-41.5525,90.05,27,89,3.31,BR,2021-09-19 23:08:16
161,Kochubey,44.3861,46.5825,65.21,76,87,8.93,RU,2021-09-19 23:08:16
162,Baykit,61.67,96.37,44.53,99,100,2.48,RU,2021-09-19 23:08:16
163,Saint-Pierre,-21.3393,55.4781,64.08,66,0,9.22,RE,2021-09-19 23:08:17
164,Touros,-5.1989,-35.4608,77.9,78,100,18.48,BR,2021-09-19 23:08:17
165,Saint-Georges,12.0564,-61.7485,80.08,77,49,4.41,GD,2021-09-19 23:08:17
166,Zaozerne,45.1582,33.2787,67.59,71,6,11.54,UA,2021-09-19 23:08:18
167,Inhambane,-23.865,35.3833,65.8,70,0,9.26,MZ,2021-09-19 23:08:18
168,Rawson,-43.3002,-65.1023,54.36,48,68,6.02,AR,2021-09-19 23:08:18
169,Phangnga,8.4509,98.5298,77.04,95,100,3.09,TH,2021-09-19 23:08:19
170,Saint George,37.1041,-113.5841,94.62,14,1,1.01,US,2021-09-19 23:07:03
171,Ponta Do Sol,32.6667,-17.1,74.03,69,94,5.79,PT,2021-09-19 23:08:19
172,Severnoye,56.3491,78.3619,34.93,97,100,9.78,RU,2021-09-19 23:08:19
173,Belyy Yar,53.6039,91.3903,51.69,66,0,4.47,RU,2021-09-19 23:08:19
174,Christchurch,-43.5333,172.6333,57.4,62,53,2.3,NZ,2021-09-19 23:08:20
175,Benjamin Constant,-4.3831,-70.0311,82.53,74,75,4.61,BR,2021-09-19 23:08:20
176,Zhangzhou,24.5133,117.6556,77.36,92,24,1.7,CN,2021-09-19 23:08:20
177,Hambantota,6.1241,81.1185,79.43,86,41,11.92,LK,2021-09-19 23:08:21
178,Soyo,-6.1349,12.3689,73.92,77,54,5.08,AO,2021-09-19 23:04:15
179,Astana,51.1801,71.446,39.15,65,75,13.42,KZ,2021-09-19 23:08:21
180,Tasiilaq,65.6145,-37.6368,33.96,74,85,1.3,GL,2021-09-19 23:08:21
181,Ternate,0.8,127.4,80.24,79,84,1.3,ID,2021-09-19 23:08:22
182,Pangkalanbuun,-2.6833,111.6167,73.38,92,46,1.95,ID,2021-09-19 23:08:22
183,Arlit,18.7369,7.3853,93.11,12,38,5.97,NE,2021-09-19 23:08:22
184,Karratha,-20.7377,116.8463,75.56,23,1,13.71,AU,2021-09-19 23:08:23
185,Miyako,39.6367,141.9525,68.27,58,94,1.99,JP,2021-09-19 23:08:23
186,Areal,-22.2306,-43.1056,69.03,90,2,4.43,BR,2021-09-19 23:08:23
187,Klaksvik,62.2266,-6.589,52.72,87,38,11.74,FO,2021-09-19 23:08:23
188,Carnarvon,-24.8667,113.6333,65.91,40,0,20.07,AU,2021-09-19 23:03:34
189,Montepulciano,43.1017,11.7868,62.08,70,93,1.72,IT,2021-09-19 23:08:24
190,Naraini,25.1833,80.4833,78.4,84,16,4.76,IN,2021-09-19 23:08:24
191,Turayf,31.6725,38.6637,75.18,24,0,6.69,SA,2021-09-19 23:08:24
192,Kahului,20.8947,-156.47,87.82,61,40,20.71,US,2021-09-19 23:08:25
193,Maniitsoq,65.4167,-52.9,35.69,57,86,15.19,GL,2021-09-19 23:08:25
194,Tiksi,71.6872,128.8694,34.48,74,100,19.51,RU,2021-09-19 23:08:25
195,Havre-Saint-Pierre,50.2334,-63.5986,50.41,74,3,14.14,CA,2021-09-19 23:08:26
196,Provideniya,64.3833,-173.3,33.91,55,20,11.18,RU,2021-09-19 23:08:26
197,Thompson,55.7435,-97.8558,57.36,77,75,16.11,CA,2021-09-19 23:08:26
198,Medzev,48.7004,20.8937,50.74,85,37,3.71,SK,2021-09-19 23:08:27
199,Zemaiciu Naumiestis,55.3592,21.7022,45.45,70,97,10.89,LT,2021-09-19 23:08:27
200,Labuhan,-6.8844,112.2051,77.22,78,28,9.4,ID,2021-09-19 23:08:27
201,Thinadhoo,0.5333,72.9333,82.56,75,84,6.26,MV,2021-09-19 23:08:28
202,Kachug,53.9606,105.8817,46.26,91,12,2.1,RU,2021-09-19 23:08:28
203,Salta,-24.7859,-65.4117,78.58,44,17,1.99,AR,2021-09-19 23:08:28
204,Adolfo Lopez Mateos,28.4667,-107.3,77.9,25,11,7.02,MX,2021-09-19 23:08:29
205,Hami,42.8,93.45,72.63,19,51,5.35,CN,2021-09-19 23:08:29
206,Kapaa,22.0752,-159.319,82.38,78,75,5.01,US,2021-09-19 23:08:29
207,Magistralnyy,56.1725,107.4458,44.33,89,22,1.25,RU,2021-09-19 23:08:29
208,Praya,14.9215,-23.5087,79.34,94,40,8.05,CV,2021-09-19 23:08:30
209,Sibu,2.3,111.8167,73.36,99,98,1.88,MY,2021-09-19 23:08:30
210,Nisia Floresta,-6.0911,-35.2086,77.81,74,96,13.65,BR,2021-09-19 23:08:30
211,Sao Joao Da Barra,-21.6403,-41.0511,73.94,88,9,8.75,BR,2021-09-19 23:08:31
212,Naze,28.3667,129.4833,76.19,71,21,2.28,JP,2021-09-19 23:08:31
213,Coihaique,-45.5752,-72.0662,46.35,57,40,5.75,CL,2021-09-19 23:08:31
214,Jorochito,-18.05,-63.4333,84.52,40,3,9.75,BO,2021-09-19 23:08:32
215,Vetluga,57.8557,45.781,30.18,88,45,4.43,RU,2021-09-19 23:08:32
216,Lata,40.1629,-8.3327,61.07,97,10,1.88,PT,2021-09-19 23:05:24
217,Bakchar,57.0186,82.0711,32.77,97,16,6.24,RU,2021-09-19 23:08:32
218,Zahnitkiv,48.0446,28.8958,46.99,80,99,11.5,UA,2021-09-19 23:08:33
219,Banikoara,11.2985,2.4386,75.43,90,44,3.85,BJ,2021-09-19 23:08:33
220,Upernavik,72.7868,-56.1549,25.52,63,73,7.52,GL,2021-09-19 23:03:49
221,Tongliao,43.6125,122.2653,52.41,80,100,10.45,CN,2021-09-19 23:08:33
222,Caravelas,-17.7125,-39.2481,72.19,80,22,6.98,BR,2021-09-19 23:08:34
223,Bantogon,6.5333,124.0333,77.65,80,100,3.44,PH,2021-09-19 23:08:34
224,Gat,31.61,34.7642,78.4,66,0,4.63,IL,2021-09-19 23:08:34
225,La Ronge,55.1001,-105.2842,55.62,54,100,9.62,CA,2021-09-19 23:08:34
226,Saint-Philippe,-21.3585,55.7679,63.99,71,4,7.27,RE,2021-09-19 23:08:35
227,Moose Factory,51.2585,-80.6094,63.84,65,89,13.53,CA,2021-09-19 23:08:35
228,Namibe,-15.1961,12.1522,61.05,84,16,4.72,AO,2021-09-19 23:05:26
229,Ilulissat,69.2167,-51.1,23.02,58,20,5.75,GL,2021-09-19 23:08:35
230,Broken Hill,-31.95,141.4333,57.16,61,0,20.58,AU,2021-09-19 23:08:36
231,Xai-Xai,-25.0519,33.6442,62.4,67,0,12.44,MZ,2021-09-19 23:08:36
232,Safakulevo,54.9901,62.5442,38.01,59,96,15.99,RU,2021-09-19 23:08:36
233,Ulladulla,-35.35,150.4667,66.78,42,0,8.52,AU,2021-09-19 23:08:37
234,Gbarnga,6.9956,-9.4722,70.34,99,100,1.9,LR,2021-09-19 23:08:37
235,Norwich,52.6278,1.2983,61.25,93,100,0.0,GB,2021-09-19 23:08:37
236,Weihe,32.9952,105.3247,52.5,84,1,5.53,CN,2021-09-19 23:08:38
237,Voyvozh,62.892,54.9635,32.74,82,98,9.66,RU,2021-09-19 23:08:38
238,Atlantic Beach,30.3344,-81.3987,81.0,85,75,11.5,US,2021-09-19 23:03:55
239,Saint-Augustin,51.226,-58.6502,51.1,49,6,9.33,CA,2021-09-19 23:08:38
240,Liling,27.6667,113.5,71.2,95,96,4.41,CN,2021-09-19 23:08:38
241,Cap Malheureux,-19.9842,57.6142,64.47,67,91,3.0,MU,2021-09-19 23:08:39
242,Weiser,44.251,-116.9693,69.48,39,99,16.8,US,2021-09-19 23:08:39
243,Amahai,-3.3333,128.9167,78.96,85,57,1.39,ID,2021-09-19 23:08:39
244,Ndioum,16.5129,-14.6471,94.55,35,34,9.4,SN,2021-09-19 23:08:40
245,Kruisfontein,-34.0033,24.7314,51.89,89,38,6.08,ZA,2021-09-19 23:08:40
246,Sterling,39.0062,-77.4286,77.32,78,20,4.61,US,2021-09-19 23:08:40
247,Yumen,40.2833,97.2,64.96,20,3,7.83,CN,2021-09-19 23:08:41
248,Tabuk,17.4189,121.4443,76.62,85,98,1.52,PH,2021-09-19 23:05:54
249,Vardo,70.3705,31.1107,44.65,75,100,23.49,NO,2021-09-19 23:08:41
250,Nandasmo,11.9241,-86.1207,78.55,79,64,7.38,NI,2021-09-19 23:08:41
251,Isla Mujeres,21.2311,-86.731,86.05,75,30,7.87,MX,2021-09-19 23:08:41
252,Karlskrona,56.1616,15.5866,39.65,60,98,12.17,SE,2021-09-19 23:08:42
253,Clarence Town,-32.5833,151.7833,70.05,36,0,5.95,AU,2021-09-19 23:08:42
254,Newport,51.5877,-2.9984,56.05,86,8,7.4,GB,2021-09-19 23:08:42
255,Bud,39.447,-86.1758,83.34,67,100,6.67,US,2021-09-19 23:08:43
256,Mitu,1.1983,-70.1733,78.93,78,100,1.34,CO,2021-09-19 23:04:25
257,Baruun-Urt,46.6806,113.2792,51.57,87,98,7.78,MN,2021-09-19 23:08:43
258,Okha,53.5739,142.9478,53.26,55,49,21.45,RU,2021-09-19 23:08:43
259,Bac Lieu,9.285,105.7244,78.46,84,100,3.06,VN,2021-09-19 23:08:44
260,Faro,37.0194,-7.9322,71.38,56,0,10.36,PT,2021-09-19 23:05:02
261,Kendari,-3.945,122.4989,74.73,96,100,3.78,ID,2021-09-19 23:08:44
262,Xining,36.6167,101.7667,43.84,73,3,2.68,CN,2021-09-19 23:08:45
263,Mazatlan,23.2167,-106.4167,87.91,77,75,3.0,MX,2021-09-19 23:08:45
264,Buala,-8.145,159.5921,82.11,78,100,8.97,SB,2021-09-19 23:08:45
265,Swift Current,50.2834,-107.8014,63.97,31,97,9.4,CA,2021-09-19 23:08:46
266,Enshi,30.3,109.4833,64.96,95,42,2.04,CN,2021-09-19 23:08:46
267,Miri,4.4148,114.0089,75.69,92,100,4.07,MY,2021-09-19 23:08:46
268,Zalantun,48.0,122.7167,47.39,89,95,1.5,CN,2021-09-19 23:08:46
269,San Andres,12.5847,-81.7006,84.22,79,75,9.22,CO,2021-09-19 23:08:47
270,Vychegodskiy,61.247,46.8984,37.04,73,100,4.54,RU,2021-09-19 23:08:47
271,Half Moon Bay,37.4636,-122.4286,80.92,64,20,10.36,US,2021-09-19 23:08:47
272,Malangali,-8.5667,34.85,60.84,85,6,12.08,TZ,2021-09-19 23:08:48
273,Agdas,40.65,47.4761,62.47,54,0,1.48,AZ,2021-09-19 23:08:48
274,Iquique,-20.2208,-70.1431,59.04,80,78,5.46,CL,2021-09-19 23:08:48
275,San Patricio,28.017,-97.5169,95.68,40,1,8.97,US,2021-09-19 23:08:49
276,Swan Hill,-35.3378,143.5544,51.6,78,99,14.76,AU,2021-09-19 23:08:49
277,Tagusao,9.1924,117.8141,80.06,82,94,3.44,PH,2021-09-19 23:08:49
278,Namie,37.4833,141.0,73.98,70,68,3.87,JP,2021-09-19 23:08:50
279,San Quintin,30.4833,-115.95,71.89,66,0,16.51,MX,2021-09-19 23:08:50
280,Monrovia,6.3005,-10.7969,76.48,88,100,5.82,LR,2021-09-19 23:08:50
281,Raudeberg,61.9875,5.1352,55.2,87,100,4.0,NO,2021-09-19 23:08:51
282,Tautira,-17.7333,-149.15,82.42,74,68,17.65,PF,2021-09-19 23:08:51
283,Jiangyou,31.7667,104.7167,63.97,83,30,4.99,CN,2021-09-19 23:08:51
284,Chake Chake,-5.2459,39.7666,74.79,83,9,11.63,TZ,2021-09-19 23:08:52
285,Benguela,-12.5763,13.4055,70.03,85,51,4.12,AO,2021-09-19 23:08:52
286,Kuusamo,65.9667,29.1833,37.44,87,75,3.44,FI,2021-09-19 23:08:52
287,Campos Altos,-19.6961,-46.1714,77.36,26,42,4.52,BR,2021-09-19 23:08:53
288,Sovetskiy,61.3614,63.5842,35.24,96,100,11.79,RU,2021-09-19 23:08:53
289,Ingham,42.6,-84.3833,78.98,68,40,9.22,US,2021-09-19 23:08:53
290,North Myrtle Beach,33.816,-78.68,80.26,81,1,5.99,US,2021-09-19 23:08:19
291,Torbay,47.6666,-52.7314,57.76,97,90,13.8,CA,2021-09-19 23:08:53
292,Izazi,-7.2,35.7333,72.82,54,1,4.65,TZ,2021-09-19 23:08:54
293,Qinhuangdao,39.9317,119.5883,64.53,96,100,27.11,CN,2021-09-19 23:08:54
294,Bandarbeyla,9.4942,50.8122,78.6,77,88,21.65,SO,2021-09-19 23:08:54
295,Mehamn,71.0357,27.8492,44.89,72,100,14.63,NO,2021-09-19 23:08:55
296,Molinella,44.6213,11.6686,68.13,65,36,3.85,IT,2021-09-19 23:08:55
297,Pisco,-13.7,-76.2167,62.65,77,0,17.27,PE,2021-09-19 23:08:55
298,Los Llanos De Aridane,28.6585,-17.9182,69.55,82,40,9.22,ES,2021-09-19 23:08:55
299,Guerrero Negro,27.9769,-114.0611,74.01,65,1,19.3,MX,2021-09-19 23:08:56
300,Praia Da Vitoria,38.7333,-27.0667,68.76,78,44,10.56,PT,2021-09-19 23:08:56
301,Luderitz,-26.6481,15.1594,54.1,86,0,9.82,NA,2021-09-19 23:06:22
302,Loukhi,66.0764,33.0381,33.62,87,6,1.86,RU,2021-09-19 23:08:56
303,Cheney,47.4874,-117.5758,65.25,48,75,18.41,US,2021-09-19 23:08:33
304,Puerto Rico,-26.796,-55.024,81.27,56,100,2.84,AR,2021-09-19 23:08:57
305,Nome,64.5011,-165.4064,40.15,48,40,8.05,US,2021-09-19 23:08:57
306,Peniche,39.3558,-9.3811,65.68,89,1,21.85,PT,2021-09-19 23:08:58
307,Imperia,43.9667,7.7833,62.4,77,4,5.82,IT,2021-09-19 23:08:58
308,Alofi,-19.0595,-169.9187,77.0,73,0,1.66,NU,2021-09-19 23:04:35
309,Carutapera,-1.195,-46.02,78.48,80,84,7.81,BR,2021-09-19 23:08:58
310,Hualmay,-11.0964,-77.6139,61.79,77,18,11.92,PE,2021-09-19 23:08:58
311,Lashio,22.9333,97.75,67.42,100,100,0.78,MM,2021-09-19 23:08:59
312,Sorong,-0.8833,131.25,78.73,85,100,4.83,ID,2021-09-19 23:08:59
313,Ojinaga,29.5667,-104.4167,100.58,17,1,0.0,MX,2021-09-19 23:08:59
314,Monte Alegre,-2.0078,-54.0692,79.86,74,96,4.29,BR,2021-09-19 23:09:00
315,Rassvet,46.8333,40.75,62.11,98,100,4.47,RU,2021-09-19 23:09:00
316,Berlevag,70.8578,29.0864,43.63,76,99,23.17,NO,2021-09-19 23:09:00
317,Qaqortoq,60.7167,-46.0333,43.3,87,31,7.52,GL,2021-09-19 23:09:01
318,Sao Filipe,14.8961,-24.4956,80.06,80,97,11.18,CV,2021-09-19 23:09:01
319,Erzin,36.9559,36.2,76.01,81,1,1.5,TR,2021-09-19 23:09:01
320,Umm Kaddadah,13.6017,26.6876,87.53,41,87,9.06,SD,2021-09-19 23:09:02
321,Bani,18.2833,-70.3333,83.64,77,22,9.01,DO,2021-09-19 23:09:02
322,Buraydah,26.326,43.975,80.65,21,0,10.4,SA,2021-09-19 23:09:02
323,Muroto,33.2833,134.15,78.03,73,62,10.71,JP,2021-09-19 23:09:03
324,Zhigansk,66.7697,123.3711,29.48,86,13,10.58,RU,2021-09-19 23:09:03
325,Vila Do Maio,15.1333,-23.2167,79.59,87,82,10.83,CV,2021-09-19 23:09:03
326,Zolochiv,49.806,24.8944,45.07,95,100,14.27,UA,2021-09-19 23:09:04
327,Bundaberg,-24.85,152.35,76.21,63,0,3.0,AU,2021-09-19 23:09:04
328,Cidreira,-30.1811,-50.2056,66.6,97,91,17.9,BR,2021-09-19 23:09:04
329,Arman,59.7,150.1667,49.12,76,100,6.38,RU,2021-09-19 23:09:05
330,Penne,42.4538,13.9299,73.53,69,9,6.73,IT,2021-09-19 23:09:05
331,Beroroha,-21.6667,45.1667,63.73,63,5,6.87,MG,2021-09-19 23:09:05
332,College,64.8569,-147.8028,49.66,65,40,8.05,US,2021-09-19 23:05:06
333,Kavaratti,10.5669,72.642,81.45,80,100,11.45,IN,2021-09-19 23:09:06
334,Kalino,58.2504,57.6085,32.34,93,74,5.57,RU,2021-09-19 23:09:06
335,Ballina,-28.8667,153.5667,73.78,73,2,6.49,AU,2021-09-19 23:09:06
336,Seymchan,62.8833,152.4333,38.14,83,100,11.1,RU,2021-09-19 23:09:07
337,Coquimbo,-29.9533,-71.3436,56.93,76,20,6.91,CL,2021-09-19 23:09:07
338,Kita,13.0349,-9.4895,73.17,92,63,1.77,ML,2021-09-19 23:09:07
339,Zhuhai,22.2769,113.5678,85.05,94,40,3.44,CN,2021-09-19 23:05:48
340,Kapoeta,4.7717,33.5903,74.12,69,26,3.42,SS,2021-09-19 23:09:08
341,Katherine,-14.4667,132.2667,77.32,44,0,5.75,AU,2021-09-19 23:09:08
342,Mezhdurechenskiy,59.6,65.9333,36.01,97,100,11.45,RU,2021-09-19 23:09:08
343,West Bay,19.3667,-81.4167,86.07,78,20,4.0,KY,2021-09-19 23:09:09
344,Sol-Iletsk,51.1631,54.9918,40.6,55,50,4.36,RU,2021-09-19 23:09:09
345,Bengkulu,-3.8004,102.2655,73.33,90,82,2.75,ID,2021-09-19 23:09:09
346,Birjand,32.8663,59.2211,67.93,24,0,7.18,IR,2021-09-19 23:09:10
347,Dunedin,-45.8742,170.5036,54.23,61,52,5.03,NZ,2021-09-19 23:09:10
348,Sahiwal,30.6667,73.1,84.49,61,4,6.13,PK,2021-09-19 23:09:10
349,Cravo Norte,6.3017,-70.2041,80.4,77,65,0.47,CO,2021-09-19 23:09:11
350,Oyem,1.5995,11.5793,67.55,98,99,2.21,GA,2021-09-19 23:09:11
351,Laohekou,32.3858,111.6678,63.93,89,1,4.45,CN,2021-09-19 23:09:11
352,Kaeo,-35.1,173.7833,66.33,56,26,6.89,NZ,2021-09-19 23:09:12
353,Mogadishu,2.0371,45.3438,77.18,84,7,18.01,SO,2021-09-19 23:09:12
354,Kagalnitskaya,46.8806,40.1466,62.87,80,100,10.49,RU,2021-09-19 23:09:12
355,Ahipara,-35.1667,173.1667,60.46,65,16,6.96,NZ,2021-09-19 23:09:13
356,Cherskiy,68.75,161.3,30.92,57,53,7.27,RU,2021-09-19 23:09:13
357,Kongolo,-5.3833,27.0,75.54,63,53,4.05,CD,2021-09-19 23:09:13
358,Beruwala,6.4788,79.9828,79.23,84,31,3.31,LK,2021-09-19 23:09:14
359,Bengbu,32.9408,117.3608,63.55,93,100,10.89,CN,2021-09-19 23:09:14
360,Kuytun,54.3419,101.5036,46.54,93,99,6.67,RU,2021-09-19 23:09:14
361,Yellapur,14.9667,74.7167,68.76,98,100,1.9,IN,2021-09-19 23:09:14
362,Yar-Sale,66.8333,70.8333,30.02,87,60,21.34,RU,2021-09-19 23:09:15
363,Ust-Tsilma,65.441,52.1498,38.19,75,100,7.07,RU,2021-09-19 23:09:15
364,Grakhovo,56.0502,51.9676,34.56,83,41,4.79,RU,2021-09-19 23:09:15
365,Souillac,-20.5167,57.5167,64.36,64,26,9.31,MU,2021-09-19 23:09:16
366,Hobyo,5.3505,48.5268,77.04,82,95,25.23,SO,2021-09-19 23:05:27
367,San Felipe,10.3399,-68.7425,76.3,85,67,3.58,VE,2021-09-19 23:09:16
368,Aba,5.1066,7.3667,74.71,92,96,3.44,NG,2021-09-19 23:07:16
369,Parksville,49.3163,-124.3195,60.73,92,68,1.01,CA,2021-09-19 23:09:16
370,Ukiah,39.1502,-123.2078,83.12,43,1,9.22,US,2021-09-19 23:09:17
371,Saint-Denis,48.9167,2.3333,62.76,89,90,1.01,FR,2021-09-19 23:09:17
372,Dakar,14.6937,-17.4441,79.68,79,20,9.35,SN,2021-09-19 23:07:27
373,Vila Franca Do Campo,37.7167,-25.4333,68.41,74,68,9.44,PT,2021-09-19 23:09:17
374,Brownsville,25.9018,-97.4975,91.51,64,20,7.0,US,2021-09-19 23:09:18
375,Harper,4.375,-7.7169,77.72,84,74,4.36,LR,2021-09-19 23:09:18
376,Porec,45.2258,13.5939,65.05,75,33,6.98,HR,2021-09-19 23:09:18
377,Tarancon,40.0085,-3.0073,64.65,35,36,4.47,ES,2021-09-19 23:09:19
378,Siderno,38.2779,16.302,79.29,74,0,12.24,IT,2021-09-19 23:09:19
